Mnigripes_gene_id,Mnigripes_transcript_id,Gene_Symbol,Mpfuro_ensembl_gene_id,description_mpfuro,description_hsapiens
MUSNIGG00000353,MUSNIGT00000420,KIAA1147,NA,NA,NA
MUSNIGG00000354,MUSNIGT00000421,AGK,ENSMPUG00000003382,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
MUSNIGG00000357,MUSNIGT00000426,TMEM178B,ENSMPUG00000003400,transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112],transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112]
MUSNIGG00000366,MUSNIGT00000435,MRPS33,ENSMPUG00000003408,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634],mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
MUSNIGG00000367,MUSNIGT00000436,BRAF,ENSMPUG00000003411,"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]","B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"
MUSNIGG00000368,MUSNIGT00000437,NDUFB2,NA,NA,NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]
MUSNIGG00000368,MUSNIGT00000437,NDUFB2,NA,NA,NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]
MUSNIGG00000370,MUSNIGT00000439,ADCK2,ENSMPUG00000003434,aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039],aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]
MUSNIGG00000371,MUSNIGT00000441,DENND2A,ENSMPUG00000003441,DENN domain containing 2A [Source:NCBI gene;Acc:101675141],DENN domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]
MUSNIGG00000375,MUSNIGT00000445,MKRN1,NA,NA,makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]
MUSNIGG00000376,MUSNIGT00000446,RAB19,ENSMPUG00000003462,"RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]","RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]"
MUSNIGG00000377,MUSNIGT00000447,SLC37A3,ENSMPUG00000003468,solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651],solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]
MUSNIGG00000380,MUSNIGT00000451,JHDM1D,NA,NA,NA
MUSNIGG00000382,MUSNIGT00000453,PARP12,ENSMPUG00000003682,poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919],poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]
MUSNIGG00000383,MUSNIGT00000455,TBXAS1,ENSMPUG00000003737,thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609],thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]
MUSNIGG00000386,MUSNIGT00000459,HIPK2,ENSMPUG00000003745,homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402],homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]
MUSNIGG00000388,MUSNIGT00000462,CLEC2L,ENSMPUG00000003760,C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969],C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]
MUSNIGG00000390,MUSNIGT00000465,KLRG2,NA,NA,killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]
MUSNIGG00000391,MUSNIGT00000466,LUC7L2,NA,NA,"LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]"
MUSNIGG00000392,MUSNIGT00000467,C7ORF55,NA,NA,NA
MUSNIGG00000393,MUSNIGT00000468,UBN2,ENSMPUG00000003774,ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931],ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]
MUSNIGG00000395,MUSNIGT00000471,TTC26,ENSMPUG00000003788,tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882],tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882]
MUSNIGG00000396,MUSNIGT00000472,ZC3HAV1,ENSMPUG00000003805,"zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]"
MUSNIGG00000397,MUSNIGT00000473,ZC3HAV1L,ENSMPUG00000003824,"zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]","zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]"
MUSNIGG00000399,MUSNIGT00000475,KIAA1549,ENSMPUG00000003830,KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219],KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]
MUSNIGG00000401,MUSNIGT00000478,TMEM213,NA,NA,transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]
MUSNIGG00000403,MUSNIGT00000480,ATP6V0A4,ENSMPUG00000003844,ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866],ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]
MUSNIGG00000405,MUSNIGT00000482,SVOPL,ENSMPUG00000003857,SVOP like [Source:NCBI gene;Acc:101686892],SVOP like [Source:HGNC Symbol;Acc:HGNC:27034]
MUSNIGG00000407,MUSNIGT00000485,TRIM24,ENSMPUG00000003933,tripartite motif containing 24 [Source:NCBI gene;Acc:101687559],tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]
MUSNIGG00000408,MUSNIGT00000487,,NA,NA,NA
MUSNIGG00000409,MUSNIGT00000488,AKR1D1,ENSMPUG00000003946,aldo-keto reductase family 1 member D1 [Source:HGNC Symbol;Acc:HGNC:388],aldo-keto reductase family 1 member D1 [Source:HGNC Symbol;Acc:HGNC:388]
MUSNIGG00000411,MUSNIGT00000490,CREB3L2,ENSMPUG00000003955,cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720],cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]
MUSNIGG00000414,MUSNIGT00000493,DGKI,ENSMPUG00000003970,diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855],diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]
MUSNIGG00000415,MUSNIGT00000498,PTN,ENSMPUG00000003999,pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630],pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]
MUSNIGG00000418,MUSNIGT00000501,CHRM2,ENSMPUG00000004037,cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951],cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]
MUSNIGG00000428,MUSNIGT00000514,MTPN,ENSMPUG00000004042,myotrophin [Source:HGNC Symbol;Acc:HGNC:15667],myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]
MUSNIGG00000433,MUSNIGT00000519,FAM180A,ENSMPUG00000004053,family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773],family with sequence similarity 180 member A [Source:HGNC Symbol;Acc:HGNC:33773]
MUSNIGG00000434,MUSNIGT00000520,SLC13A4,ENSMPUG00000004056,solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827],solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827]
MUSNIGG00000435,MUSNIGT00000521,NUP205,ENSMPUG00000004069,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658],nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]
MUSNIGG00000437,MUSNIGT00000526,CNOT4,ENSMPUG00000004089,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880],CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]
MUSNIGG00000438,MUSNIGT00000527,,NA,NA,NA
MUSNIGG00000439,MUSNIGT00000529,STRA8,ENSMPUG00000004113,stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653],stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653]
MUSNIGG00000440,MUSNIGT00000530,WDR91,ENSMPUG00000004117,WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997],WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]
MUSNIGG00000442,MUSNIGT00000532,C7ORF49,NA,NA,NA
MUSNIGG00000445,MUSNIGT00000535,AGBL3,ENSMPUG00000004266,ATP/GTP binding protein like 3 [Source:NCBI gene;Acc:101671071],AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]
MUSNIGG00000447,MUSNIGT00000539,CALD1,ENSMPUG00000004283,caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441],caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]
MUSNIGG00000449,MUSNIGT00000541,BPGM,ENSMPUG00000004331,bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093],bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093]
MUSNIGG00000453,MUSNIGT00000546,AKR1B1,ENSMPUG00000004341,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381],aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
MUSNIGG00000456,MUSNIGT00000550,SLC35B4,ENSMPUG00000004350,solute carrier family 35 member B4 [Source:HGNC Symbol;Acc:HGNC:20584],solute carrier family 35 member B4 [Source:HGNC Symbol;Acc:HGNC:20584]
MUSNIGG00000458,MUSNIGT00000552,LRGUK,NA,NA,leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]
MUSNIGG00000459,MUSNIGT00000554,LRGUK,NA,NA,leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]
MUSNIGG00000460,MUSNIGT00000555,EXOC4,NA,NA,exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]
MUSNIGG00000463,MUSNIGT00000559,CHCHD3,ENSMPUG00000004424,coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906],coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]
MUSNIGG00000465,MUSNIGT00000562,PLXNA4,ENSMPUG00000004437,plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102],plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]
MUSNIGG00000475,MUSNIGT00000573,PODXL,NA,NA,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
MUSNIGG00000476,MUSNIGT00000574,MKLN1,ENSMPUG00000005050,muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109],muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]
MUSNIGG00000477,MUSNIGT00000575,,NA,NA,NA
MUSNIGG00000485,MUSNIGT00000586,KLF14,ENSMPUG00000005061,Kruppel like factor 14 [Source:HGNC Symbol;Acc:HGNC:23025],Kruppel like factor 14 [Source:HGNC Symbol;Acc:HGNC:23025]
MUSNIGG00000487,MUSNIGT00000588,TSGA13,NA,NA,testis specific 13 [Source:HGNC Symbol;Acc:HGNC:12369]
MUSNIGG00000488,MUSNIGT00000589,COPG2,ENSMPUG00000005067,coatomer protein complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237],COPI coat complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]
MUSNIGG00000489,MUSNIGT00000590,MEST,ENSMPUG00000005084,mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028],mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]
MUSNIGG00000491,MUSNIGT00000593,CEP41,ENSMPUG00000005094,centrosomal protein 41 [Source:HGNC Symbol;Acc:HGNC:12370],centrosomal protein 41 [Source:HGNC Symbol;Acc:HGNC:12370]
MUSNIGG00000492,MUSNIGT00000594,CPA1,ENSMPUG00000005102,carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296],carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296]
MUSNIGG00000494,MUSNIGT00000596,CPA5,ENSMPUG00000005109,carboxypeptidase A1 [Source:NCBI gene;Acc:101680516],carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722]
MUSNIGG00000495,MUSNIGT00000598,CPA4,ENSMPUG00000005188,carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740],carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]
MUSNIGG00000496,MUSNIGT00000600,CPA2,ENSMPUG00000005196,carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297],carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]
MUSNIGG00000498,MUSNIGT00000602,C7ORF45,NA,NA,NA
MUSNIGG00000499,MUSNIGT00000603,TMEM209,ENSMPUG00000005210,transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898],transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]
MUSNIGG00000503,MUSNIGT00000608,KLHDC10,ENSMPUG00000005288,kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194],kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]
MUSNIGG00000504,MUSNIGT00000609,ZC3HC1,ENSMPUG00000005297,zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913],zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]
MUSNIGG00000506,MUSNIGT00000611,UBE2H,ENSMPUG00000005309,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484],ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]
MUSNIGG00000509,MUSNIGT00000614,NRF1,ENSMPUG00000005319,nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996],nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]
MUSNIGG00000514,MUSNIGT00000620,,NA,NA,NA
MUSNIGG00000515,MUSNIGT00000621,STRIP2,ENSMPUG00000005438,striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209],striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]
MUSNIGG00000516,MUSNIGT00000623,AHCYL2,ENSMPUG00000005673,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204],adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
MUSNIGG00000517,MUSNIGT00000626,SMO,ENSMPUG00000005883,"smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]","smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]"
MUSNIGG00000519,MUSNIGT00000628,TSPAN33,ENSMPUG00000005894,tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743],tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]
MUSNIGG00000522,MUSNIGT00000631,TNPO3,ENSMPUG00000006021,transportin 3 [Source:HGNC Symbol;Acc:HGNC:17103],transportin 3 [Source:HGNC Symbol;Acc:HGNC:17103]
MUSNIGG00000523,MUSNIGT00000632,IRF5,ENSMPUG00000006034,interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120],interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]
MUSNIGG00000524,MUSNIGT00000634,KCP,ENSMPUG00000006115,kielin cysteine rich BMP regulator [Source:HGNC Symbol;Acc:HGNC:17585],kielin cysteine rich BMP regulator [Source:HGNC Symbol;Acc:HGNC:17585]
MUSNIGG00000525,MUSNIGT00000635,GM9047,NA,NA,NA
MUSNIGG00000526,MUSNIGT00000636,ATP6V1F,ENSMPUG00000006253,ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832],ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]
MUSNIGG00000527,MUSNIGT00000638,FLNC,ENSMPUG00000006260,filamin C [Source:HGNC Symbol;Acc:HGNC:3756],filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
MUSNIGG00000528,MUSNIGT00000639,CCDC136,ENSMPUG00000006305,coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225],coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]
MUSNIGG00000529,MUSNIGT00000640,OPN1SW,ENSMPUG00000006323,"opsin 1, short wave sensitive [Source:HGNC Symbol;Acc:HGNC:1012]","opsin 1, short wave sensitive [Source:HGNC Symbol;Acc:HGNC:1012]"
MUSNIGG00000530,MUSNIGT00000643,CALU,ENSMPUG00000006394,calumenin [Source:HGNC Symbol;Acc:HGNC:1458],calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
MUSNIGG00000531,MUSNIGT00000645,FAM71F1,ENSMPUG00000006404,family with sequence similarity 71 member F1 [Source:HGNC Symbol;Acc:HGNC:30704],family with sequence similarity 71 member F1 [Source:HGNC Symbol;Acc:HGNC:30704]
MUSNIGG00000532,MUSNIGT00000646,FAM71F2,ENSMPUG00000006446,family with sequence similarity 71 member F2 [Source:HGNC Symbol;Acc:HGNC:27998],family with sequence similarity 71 member F2 [Source:HGNC Symbol;Acc:HGNC:27998]
MUSNIGG00000534,MUSNIGT00000649,IMPDH1,ENSMPUG00000006480,inosine monophosphate dehydrogenase 1 [Source:NCBI gene;Acc:101674461],inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]
MUSNIGG00000535,MUSNIGT00000650,PRRT4,NA,NA,proline rich transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37280]
MUSNIGG00000536,MUSNIGT00000651,RBM28,ENSMPUG00000006511,RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863],RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]
MUSNIGG00000537,MUSNIGT00000652,LEP,ENSMPUG00000006529,leptin [Source:NCBI gene;Acc:101675771],leptin [Source:HGNC Symbol;Acc:HGNC:6553]
MUSNIGG00000544,MUSNIGT00000660,SND1,ENSMPUG00000006545,staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646],staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]
MUSNIGG00000547,MUSNIGT00000665,PAX4,ENSMPUG00000006575,paired box 4 [Source:HGNC Symbol;Acc:HGNC:8618],paired box 4 [Source:HGNC Symbol;Acc:HGNC:8618]
MUSNIGG00000548,MUSNIGT00000666,FSCN3,ENSMPUG00000006639,fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961],fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]
MUSNIGG00000549,MUSNIGT00000667,ARF5,ENSMPUG00000006675,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658],ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]
MUSNIGG00000550,MUSNIGT00000668,GCC1,ENSMPUG00000006725,GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095],GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095]
MUSNIGG00000553,MUSNIGT00000672,ZNF800,ENSMPUG00000006731,zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267],zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]
MUSNIGG00000555,MUSNIGT00000674,GRM8,ENSMPUG00000006740,glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600],glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600]
MUSNIGG00000562,MUSNIGT00000682,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000562,MUSNIGT00000682,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000562,MUSNIGT00000682,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000562,MUSNIGT00000682,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000563,MUSNIGT00000683,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000563,MUSNIGT00000683,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000563,MUSNIGT00000683,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000563,MUSNIGT00000683,SLC25A3,ENSMPUG00000011387,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
MUSNIGG00000576,MUSNIGT00000697,POT1,ENSMPUG00000006753,protection of telomeres 1 [Source:NCBI gene;Acc:101681561],protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284]
MUSNIGG00000578,MUSNIGT00000699,GPR37,ENSMPUG00000006761,G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494],G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]
MUSNIGG00000580,MUSNIGT00000701,,NA,NA,NA
MUSNIGG00000587,MUSNIGT00000709,TMEM229A,ENSMPUG00000018743,transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279],transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279]
MUSNIGG00000588,MUSNIGT00000710,SPAM1,ENSMPUG00000006764,sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217],sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]
MUSNIGG00000589,MUSNIGT00000711,HYAL6,NA,NA,NA
MUSNIGG00000590,MUSNIGT00000712,WASL,ENSMPUG00000006781,WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735],WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735]
MUSNIGG00000591,MUSNIGT00000713,LMOD2,ENSMPUG00000006791,leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648],leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]
MUSNIGG00000592,MUSNIGT00000714,ASB15,ENSMPUG00000006795,ankyrin repeat and SOCS box containing 15 [Source:HGNC Symbol;Acc:HGNC:19767],ankyrin repeat and SOCS box containing 15 [Source:HGNC Symbol;Acc:HGNC:19767]
MUSNIGG00000594,MUSNIGT00000716,IDH3B,NA,NA,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]
MUSNIGG00000594,MUSNIGT00000716,IDH3B,NA,NA,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]
MUSNIGG00000594,MUSNIGT00000716,IDH3B,NA,NA,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]
MUSNIGG00000596,MUSNIGT00000718,NDUFA5,ENSMPUG00000006811,NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688],NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]
MUSNIGG00000597,MUSNIGT00000719,IQUB,ENSMPUG00000006817,IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995],IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995]
MUSNIGG00000598,MUSNIGT00000720,SLC13A1,ENSMPUG00000006826,solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916],solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916]
MUSNIGG00000604,MUSNIGT00000730,CADPS2,ENSMPUG00000006834,calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018],calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]
MUSNIGG00000607,MUSNIGT00000733,FEZF1,ENSMPUG00000006851,FEZ family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:22788],FEZ family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:22788]
MUSNIGG00000609,MUSNIGT00000736,AASS,ENSMPUG00000006862,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366],aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
MUSNIGG00000610,MUSNIGT00000737,PTPRZ1,ENSMPUG00000006874,protein tyrosine phosphatase receptor type Z1 [Source:NCBI gene;Acc:101690982],protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
MUSNIGG00000613,MUSNIGT00000740,,NA,NA,NA
MUSNIGG00000617,MUSNIGT00000744,FAM3C,ENSMPUG00000006897,family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664],FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]
MUSNIGG00000618,MUSNIGT00000745,WNT16,ENSMPUG00000006909,Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267],Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]
MUSNIGG00000619,MUSNIGT00000747,CPED1,ENSMPUG00000006988,cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159],cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]
MUSNIGG00000620,MUSNIGT00000748,ING3,ENSMPUG00000007054,inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587],inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]
MUSNIGG00000623,MUSNIGT00000751,TSPAN12,ENSMPUG00000007059,tetraspanin 12 [Source:NCBI gene;Acc:101693802],tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]
MUSNIGG00000624,MUSNIGT00000753,KCND2,ENSMPUG00000007070,potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238],potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238]
